PostalCode,Address,Route_January,Route_July,LeafYardWaste_January,LeafYardWaste_July,PropertyType
P6B 6H6,312 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 6J8,1377 Fourth Line East,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6B 0B6,1292 Great Northern Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 6J8,1191 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 0C9,799 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 0C9,783 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 0C9,857 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6B 0B6,1176 Great Northern Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 0C9,866 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 6J8,590 Case Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6B 5A6,176 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 6J8,1425 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6B 6L5,58 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L5,54 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L5,50 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L5,273 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,245 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,224 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,253 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L5,281 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 0A5,45 Foxborough Trail,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6H9,277 Glengary Gate Crescent,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 5A8,406 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6H6,28 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6H6,20 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 5A8,366 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 6J8,19 Birkshire Place,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 0B6,1268 Great Northern Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 6J8,1232 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6B 4M3,15 Westwood Crescent,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 0B6,1066 Great Northern Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 6J8,1375 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6B 6L7,25 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,17 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,21 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,13 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,29 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,33 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 6J8,1286 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6A 6J8,1458 Old Garden River Road,Thursday,Thursday,"Route ""B""","Route ""B""",Non-residential
P6B 6L5,46 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L5,42 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L5,38 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,30 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,34 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,6 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,261 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,257 Millcreek Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,10 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,14 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 6L7,18 Millstream Drive,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6B 0A7,15 Martingale Court,Thursday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 6J8,413 Landslide Road,Thursday,Thursday,Rural Area,Rural Area,Non-residential
P6A 6J8,161 Landslide Road,Thursday,Thursday,Rural Area,Rural Area,Non-residential
P6B 0C7,185 Old Highway 17 North,Thursday,Thursday,Rural Area,Rural Area,Non-residential
P6B 0C1,1372 Great Northern Road,Thursday,Thursday,Rural Area,Rural Area,Residential
P6B 6C9,986 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,91 Parkview Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,87 Parkview Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,83 Parkview Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,994 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,12 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,16 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,51 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,55 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6E2,158 Panoramic Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6B7,1096 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6L3,43 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6L3,45 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6G2,190 Princeton Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6L3,51 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K2,855 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K2,851 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6L3,53 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6L3,57 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5J9,150 Pageant Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5J9,144 Pageant Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6G1,193 Princeton Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,70 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,60 Park Place Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,58 Park Place Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,68 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5N3,59 Peach Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,72 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,74 Park Place Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,30 Park Place Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,32 Park Place Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,34 Park Place Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,26 Park Place Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K3,28 Park Place Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K2,866 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K2,862 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,946 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C9,962 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C9,970 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C9,974 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C9,978 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,47 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,23 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,43 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,27 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,19 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,11 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,7 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C8,15 Partridge Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6B9,32 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6B9,40 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 3S4,51 Parasol Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5H7,133 Palace Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5H5,146 Palace Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5H5,152 Palace Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5J2,159 Pentagon Boulevard,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5J3,146 Pentagon Boulevard,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5H5,134 Palace Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6B4,1020 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6B4,1024 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C1,56 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C1,60 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C1,76 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C1,84 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C1,88 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C1,92 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6C1,96 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6B8,108 Prince Charles Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6B6,1064 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6B6,1080 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5T4,145 Princeton Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 3X4,23 Peacock Crescent,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,1119 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,949 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,953 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5K3,64 Peach Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5N3,51 Peach Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5N3,67 Peach Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 5N3,63 Peach Drive,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,17 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,19 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,21 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,23 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,25 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,5 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,46 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,42 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,48 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,44 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,98 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,96 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K6,44 Parkview Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,79 Parkview Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K1,6 Village Court,Monday,Monday,"Route ""B""","Route ""B""",Non-residential
P6B 6K4,928 Lake Street,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,119 Parkview Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,115 Parkview Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6K4,111 Parkview Court,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,7 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,15 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,9 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,11 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,13 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,50 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,52 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6B 6J2,3 Pawating Place,Monday,Monday,"Route ""B""","Route ""B""",Residential
P6C 2K2,482 Second Line West,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2W4,322 Kingsford Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4C4,570 Farwell Terrace,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4W2,868 Cooper Street,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4R7,339 Prentice Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6B4,103 Pozzebon Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6B4,101 Pozzebon Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2X2,345 Cheshire Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6B6,81 Bitonti Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2X2,347 Cheshire Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 5Y8,403 Doncaster Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4R7,337 Prentice Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 5Y8,401 Doncaster Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6A9,94 Bitonti Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6B6,101 Bitonti Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6A9,86 Bitonti Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6A9,82 Bitonti Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4K1,636 Korah Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2W9,220 Cheshire Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6A9,156 Bitonti Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6A9,154 Bitonti Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2W9,218 Cheshire Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6B7,140 Pozzebon Crescent,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4K1,642 Korah Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4K1,640 Korah Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2P8,279 Selby Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6B3,152 Johnson Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2P8,281 Selby Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4K1,638 Korah Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2X2,321 Cheshire Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2X2,313 Cheshire Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6H2,109 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6G3,118 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6G3,114 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6G3,110 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6G3,92 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6E6,8 Chatfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6E8,7 Beaumont Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6G3,122 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6E6,16 Chatfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2Z6,77 Elliott Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6G3,76 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6E8,15 Beaumont Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6H1,55 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6G3,52 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2T6,234 Doncaster Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 2Z6,75 Elliott Road,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6G3,40 Greenfield Drive,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6E7,41 Konkin Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 4E6,519 Brunswick Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6E7,25 Konkin Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6C 6E7,29 Konkin Avenue,Wednesday,Wednesday,"Route ""B""","Route ""B""",Residential
P6A 5K8,1532 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1344 Carpin Beach Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1413 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1486 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Residential
P6A 5K8,1850 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1386 Carpin Beach Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1509 Carpin Beach Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1772 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1507 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Residential
P6A 5K8,1487 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Residential
P6A 5K8,1495 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Residential
P6A 5K8,1832 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1732 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1555 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1900 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1570 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1660 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1476 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1890 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1860 Third Line West,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1560 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1416 Carpin Beach Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1586 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Non-residential
P6A 5K8,1549 Leigh's Bay Road,Wednesday,Wednesday,Rural Area,Rural Area,Residential
